1,7,冨田　なおき,19288 
1,1,よさの　かおる,130030 
1,10,マタヨシ　光雄,718 
1,15,マック　赤坂,987 
1,16,田中　じゅんこ,2718 
1,9,海江田　万里,141742 
1,17,黒澤　たけくに,1300 
1,18,のざわ　てつお,1418 
1,19,前田　よしのぶ,652 
2,1,ふかや　隆司,98593 
2,10,加藤　文康,1924 
2,9,中山　よしかつ,138603 
2,15,タナカ　ヒロコ,4579 
2,7,中島　つかね,26172 
2,16,千葉　潤,1748 
3,9,まつばら　仁,163791 
3,1,石原　ひろたか,121699 
3,7,沢田　英次,28221 
4,9,藤田　のりひこ,100067 
4,7,渋谷　要,23622 
4,10,うさみ　登,46107 
4,1,平　将明,93583 
4,15,下川　きくえ,3323 
5,10,木下　まこと,3632 
5,7,宮本　栄,22864 
5,9,手塚　よしお,149623 
5,1,佐藤　ゆかり,121244 
6,9,小宮山　洋子,174368 
6,7,佐藤　なおき,27105 
6,10,中岡　陽子,4986 
6,1,おち　たかお,102944 
7,9,ながつま　昭,167905 
7,7,太田　のりおき,24103 
7,1,松本　文明,79686 
7,10,だいもん　かずや,2401 
8,10,植田　誠一,6132 
8,6,保坂　のぶと,116723 
8,1,石原　のぶてる,147514 
8,7,沢田　俊史,24965 
9,10,沖原　ただひろ,3644 
9,9,木内　たかたね,140109 
9,7,岸　良信,26796 
9,1,すがわら　一秀,126026 
10,1,小池　ゆりこ,96739 
10,9,えばた　たかこ,105512 
10,7,山本　としえ,21092 
11,11,有田　芳生,113998 
11,7,とくとめ　道信,36487 
11,10,前田　こういち,6853 
11,15,和合　秀典,2360 
11,1,下村　博文,117472 
12,10,与国　秀行,3813 
12,2,太田　あきひろ,108679 
12,9,青木　愛,118753 
12,7,池内　さおり,31475 
13,7,渡辺　修次,26259 
13,9,平山　たいろう,114653 
13,1,かもした　一郎,111590 
13,10,藤山　かずまさ,2873 
14,9,木村　たけつか,110624 
14,7,伊藤　文雄,23705 
14,10,吉田　まさふみ,3409 
14,1,松島　みどり,93675 
15,4,柿沢　未途,38808 
15,10,いでら　英人,1843 
15,7,吉田　としお,22176 
15,9,東　祥三,105131 
15,1,木村　勉,80054 
16,10,小島　一郎,5763 
16,9,初鹿　あきひろ,128400 
16,7,かわい　恭一,23385 
16,1,島村　宜伸,113634 
17,10,ふかお　一平,2787 
17,1,平沢　勝栄,138512 
17,7,新井　杉生,21448 
17,9,早川　久美子,106892 
18,7,小泉　たみじ,21004 
18,9,菅　直人,163446 
18,1,土屋　正忠,88325 
18,10,森　こうじゅ,2087 
19,7,清水　あきお,27860 
19,1,松本　洋平,105721 
19,10,石田　真一郎,2740 
19,9,末松　義規,170437 
19,15,髙橋　佐惠子,2912 
20,10,阿部　たかゆき,2560 
20,1,木原　せいじ,95718 
20,7,池田　真理子,31475 
20,9,加藤　公一,136294 
21,10,山本　あつし,3976 
21,1,小川　友一,79628 
21,7,星　あつまろ,21155 
21,9,長島　昭久,142418 
22,1,伊藤　達也,117315 
22,7,吉岡　正史,28556 
22,9,山花　郁夫,154904 
22,10,辻村　ともこ,5501 
23,1,伊藤　公介,108528 
23,10,まつお　洋平,4885 
23,9,くしぶち　万里,168346 
23,7,古橋　よしやす,27699 
24,7,長谷川　あきら,26392 
24,1,はぎうだ　光一,121867 
24,9,あくつ　幸彦,148719 
24,10,小野沢　ともこ,3762 
25,10,こぶな　将人,6673 
25,15,鈴木　やすし,19875 
25,1,井上　信治,106201 
25,7,鈴木　おさむ,21044 
25,14,まさご　太郎,48373 