1,9,海江田　万里,105222 
1,10,マタヨシ　光雄,698 
1,1,よさの　かおる,103785 
1,7,佐藤　ふみのり,20640 
1,15,はまだ　まきこ,5572 
2,1,ふかや　隆司,91926 
2,9,中山　よしかつ,104477 
2,7,むろ　喜代一,21334 
3,7,おおぬき　清文,22615 
3,1,石原　ひろたか,113494 
3,9,まつばら　仁,122181 
4,7,山口　富男,23942 
4,9,うさみ　登,77953 
4,13,山谷　えり子,26707 
4,1,中西　一善,90693 
5,10,遠藤　のぶひこ,18213 
5,9,手塚　よしお,107110 
5,1,小杉　隆,99618 
5,7,宮本　栄,17927 
6,1,越智　たかお,78650 
6,6,保坂　展人,23320 
6,7,田中　美代子,18625 
6,9,小宮山　洋子,131715 
7,9,ながつま　昭,99891 
7,7,小沢　てつお,21982 
7,10,矢部　一,14743 
7,15,富家　たかし,11778 
7,1,松本　文明,83588 
8,7,沢田　俊史,17572 
8,1,石原　のぶてる,136429 
8,6,杉山　あきこ,16156 
8,9,鈴木　盛夫,78007 
9,1,すがわら　一秀,112868 
9,7,望月　やす子,27903 
9,9,吉田　公一,96662 
9,6,村田　さとし,8841 
10,9,さめじま　宗明,77417 
10,7,山本　としえ,19338 
10,1,小林　こうき,81979 
10,10,しらい　栄,2706 
11,7,徳留　道信,30998 
11,9,渡なべ　浩一郎,87331 
11,1,下村　博文,113477 
12,2,太田　あきひろ,98700 
12,7,山岸　光夫,30251 
12,9,ふじた　幸久,95110 
13,7,田村　智子,28605 
13,9,城島　まさみつ,90277 
13,1,鴨下　一郎,88254 
14,9,井上　かずお,63385 
14,7,伊藤　文雄,18799 
14,1,松島　みどり,66417 
14,13,西川　太一郎,44799 
15,1,木村　勉,69164 
15,9,あずま　祥三,58616 
15,10,柿沢　こうじ,47843 
15,7,はりた　敦行,19610 
16,7,安部　安則,17985 
16,9,中津川　ひろさと,70189 
16,10,宇田川　よしお,58250 
16,1,島村　宜伸,80015 
17,1,平沢　勝栄,142916 
17,9,にしこおり　淳,65269 
17,7,かんの　勝祐,22316 
18,7,小林　もとのり,16010 
18,1,鳩山　邦夫,83337 
18,9,菅　直人,139195 
19,7,藤岡　ともあき,22921 
19,1,松本　洋平,88501 
19,6,横田　昌三,9529 
19,9,末松　義規,136082 
20,1,清水　清一朗,81588 
20,9,加藤　公一,111041 
20,7,池田　真理子,26434 
21,7,田川　ゆたか,17409 
21,1,橋本　じょうじ,71873 
21,10,川田　えつこ,37019 
21,9,長島　昭久,81398 
22,1,伊藤　達也,105385 
22,7,若林　義春,24859 
22,9,山花　いくお,113931 
22,10,佐藤　盛隆,4001 
23,9,石毛　えい子,110266 
23,7,今村　順一郎,23943 
23,1,伊藤　公介,126221 
24,1,はきうだ　光一,108843 
24,10,石橋　かおる,8762 
24,7,藤本　みのる,21407 
24,9,あくつ　幸彦,106733 
25,7,鈴木　たくや,15381 
25,1,井上　信治,80443 
25,10,池田　正二,6858 
25,9,島田　久,71151 